NOM_COM,INSEE_COM,POPULATION,surface,r,distance_interne,x,y
Amagney,25014,807,13.100,1.152,1.043,941,6695
Fourbanne,25251,173,1.986,0.449,0.407,949,6698
Bretigney-Notre-Dame,25094,111,5.786,0.766,0.694,949,6697
Mérey-Vieilley,25376,145,3.388,0.586,0.531,930,6699
Lomont-sur-Crête,25341,167,9.867,1.000,0.905,960,6700
Champlive,25116,253,8.262,0.915,0.828,943,6693
Persac,86190,770,60.403,2.474,2.240,530,6587
Conchil-le-Temple,62233,1132,16.462,1.291,1.169,604,7028
Blumeray,52057,109,14.753,1.223,1.107,836,6810
Vennans,25599,261,1.382,0.374,0.339,944,6698
Léouville,45181,81,4.299,0.660,0.598,634,6791
Estréelles,62315,357,3.120,0.562,0.509,613,7044
Maizières-lès-Brienne,10221,166,9.483,0.980,0.887,822,6815
Vautebis,79341,115,7.265,0.858,0.777,461,6608
Brienne-le-Château,10064,2868,21.729,1.484,1.344,816,6815
Bresnay,3039,378,23.243,1.535,1.390,717,6595
Campagne-lès-Hesdin,62204,1901,15.695,1.261,1.142,620,7032
Dommartin-le-Franc,52171,246,10.020,1.008,0.913,847,6814
Luc,48086,220,46.026,2.159,1.955,771,6394
Pouligney-Lusans,25468,848,11.674,1.088,0.985,941,6695
Baume-les-Dames,25047,5149,24.973,1.591,1.441,957,6702
Saint-Léger,47250,141,5.754,0.764,0.692,487,6360
Moca-Croce,2A160,245,27.606,1.672,1.514,1196,6097
Hampigny,10171,242,9.523,0.982,0.889,817,6821
Braillans,25086,198,1.962,0.446,0.404,932,6695
Dommartin-le-Saint-Père,52172,276,14.910,1.229,1.113,840,6817
Lanans,25324,167,10.217,1.017,0.921,960,6691
Crespy-le-Neuf,10117,152,10.158,1.015,0.919,818,6811
Torcheville,57675,114,6.176,0.791,0.716,983,6873
Lederzeele,59337,667,8.683,0.938,0.849,648,7081
Lucmau,33255,243,67.116,2.608,2.361,436,6370
Ouve-Wirquin,62644,509,5.382,0.738,0.668,640,7061
Cirey-sur-Blaise,52129,117,16.627,1.298,1.175,839,6805
Baudrecourt,52039,94,8.805,0.945,0.856,847,6814
Belley,1034,9133,22.550,1.512,1.369,912,6521
Épothémont,10139,179,10.436,1.028,0.931,822,6814
Doulevant-le-Château,52178,367,22.337,1.504,1.362,846,6810
La Rothière,10327,109,7.228,0.856,0.775,817,6804
Morancourt,52341,136,14.013,1.192,1.079,848,6813
Mertrud,52321,176,12.141,1.109,1.004,838,6818
Montigny-les-Jongleurs,80563,94,4.961,0.709,0.642,637,7010
Unienville,10389,129,11.770,1.092,0.989,815,6805
Hendecourt-lès-Ransart,62425,134,2.259,0.478,0.433,679,7012
Zaessingue,68382,380,5.113,0.720,0.652,1028,6735
Myon,25416,187,15.871,1.268,1.148,925,6664
Busson,52084,38,9.969,1.005,0.910,875,6805
La Romagne,49260,1835,16.039,1.275,1.154,397,6670
Marchaux-Chaudefontaine,25368,1463,16.379,1.288,1.166,935,6694
La Chapelle-Neuve,22037,404,24.128,1.564,1.416,225,6836
Rouécourt,52436,48,7.845,0.892,0.808,856,6805
Le Bois-Hellain,27071,231,3.190,0.569,0.515,510,6913
Estrée-Blanche,62313,968,5.331,0.735,0.665,652,7057
Hondeghem,59308,970,12.647,1.132,1.025,664,7072
Chigny-les-Roses,51152,560,4.354,0.664,0.601,778,6893
Ambonville,52007,79,14.488,1.212,1.097,852,6803
Cerisières,52091,81,10.023,1.008,0.913,851,6803
Les Planches-près-Arbois,39425,100,1.374,0.373,0.338,914,6645
Pansey,52376,93,9.075,0.959,0.868,869,6820
Autigny-le-Grand,52029,150,3.556,0.600,0.543,860,6822
Leurville,52286,87,10.440,1.028,0.931,876,6804
Crachier,38136,501,3.714,0.613,0.555,875,6497
Mirbel,52326,42,6.150,0.789,0.714,849,6801
Donjeux,52175,383,12.949,1.145,1.037,858,6809
Mathons,52316,68,13.447,1.167,1.057,851,6817
Rougemontot,25506,94,4.201,0.652,0.590,946,6702
Borre,59091,603,5.982,0.779,0.705,670,7069
Festubert,62330,1315,7.724,0.885,0.801,680,7051
Lapugnoy,62489,3452,8.602,0.934,0.846,665,7046
Levier,25334,2169,44.392,2.121,1.920,932,6657
Aiglepierre,39006,426,7.109,0.849,0.769,914,6653
Romagnieu,38343,1571,17.281,1.323,1.198,905,6497
Ferrière-et-Lafolie,52199,51,7.961,0.898,0.813,855,6813
Doulaincourt-Saucourt,52177,836,43.958,2.110,1.910,869,6807
Béchamps,54058,86,9.405,0.976,0.884,899,6906
Ivrey,39268,63,6.862,0.834,0.755,922,6661
Rouvroy-sur-Marne,52440,387,8.422,0.924,0.837,854,6808
Dournon,39202,137,6.576,0.816,0.739,925,6651
Déservillers,25199,341,13.982,1.190,1.077,933,6658
Tréveneuc,22377,785,6.712,0.825,0.747,269,6856
Thonnance-lès-Joinville,52490,748,11.495,1.079,0.977,861,6822
Ravilloles,39453,488,7.719,0.884,0.800,914,6598
Montot-sur-Rognon,52335,128,7.825,0.890,0.806,871,6802
Châtelus,38092,87,12.579,1.129,1.022,885,6443
Wamin,62872,238,7.145,0.851,0.771,634,7034
Germay,52218,46,11.931,1.099,0.995,878,6813
Ajoux,7004,79,12.394,1.121,1.015,815,6407
Wavrans-sur-Ternoise,62883,199,4.761,0.695,0.629,648,7036
Sibiril,29276,1213,11.542,1.081,0.979,181,6864
Échenay,52181,94,9.511,0.982,0.889,872,6819
Cussangy,10120,235,21.376,1.472,1.333,781,6766
Fleurbaix,62338,2685,12.927,1.144,1.036,688,7058
Courcelles-le-Comte,62248,451,7.946,0.897,0.812,683,7005
Crotenay,39183,654,12.042,1.105,1.000,912,6631
Saint-Privé,89365,537,41.528,2.051,1.857,701,6738
Censeau,39083,293,9.796,0.996,0.902,936,6640
Landricourt,51315,154,5.844,0.769,0.696,833,6835
Chârost,18055,986,10.957,1.054,0.954,631,6654
Sainte-Foy-la-Grande,33402,2484,0.579,0.242,0.219,480,6420
Carly,62214,555,6.331,0.801,0.725,609,7064
Hénin-sur-Cojeul,62428,532,6.770,0.828,0.750,689,7011
Mondement-Montgivroux,51374,33,7.378,0.865,0.783,754,6854
Estrébœuf,80287,244,6.238,0.795,0.720,601,7007
Cambernon,50092,722,17.090,1.316,1.192,381,6899
Buysscheure,59119,580,6.187,0.792,0.717,652,7078
Reugney,25489,316,8.276,0.916,0.829,940,6663
Oudezeele,59453,685,9.437,0.978,0.885,664,7082
Thonnance-les-Moulins,52491,114,21.580,1.479,1.339,870,6818
Mons-Boubert,80556,558,9.573,0.985,0.892,605,7002
Penin,62651,474,9.249,0.968,0.876,665,7024
Flammerécourt,52201,68,10.644,1.038,0.940,854,6809
Soveria,2B289,118,12.121,1.108,1.003,1211,6160
Salins-les-Bains,39500,2652,24.750,1.584,1.434,923,6655
Monnet-la-Ville,39344,347,6.218,0.794,0.719,913,6628
Lefaux,62496,240,8.291,0.917,0.830,604,7054
Virlet,63462,271,17.395,1.328,1.202,679,6560
Tingry,62821,287,11.336,1.072,0.971,609,7060
Joinville,52250,3177,19.080,1.390,1.259,856,6814
Charmes-la-Grande,52110,157,11.482,1.079,0.977,846,6808
Roches-Bettaincourt,52044,575,41.485,2.050,1.856,863,6797
Ney,39389,566,7.407,0.866,0.784,918,6630
Beaugeay,17036,769,14.577,1.215,1.100,387,6537
Clucy,39155,81,5.195,0.726,0.657,922,6653
Lesmont,10193,308,10.051,1.009,0.914,804,6817
Wulverdinghe,59664,310,2.919,0.544,0.493,648,7081
Saint-Laurent-du-Tencement,27556,63,2.807,0.533,0.483,515,6869
Barlin,62083,7720,6.298,0.799,0.723,672,7039
Balinghem,62078,1191,5.803,0.767,0.694,625,7083
Saint-Aubin,62742,262,4.447,0.671,0.608,607,7040
Fronville,52212,335,11.156,1.063,0.962,859,6815
Lablachère,7117,2111,26.738,1.646,1.490,797,6378
Mussey-sur-Marne,52346,367,9.986,1.006,0.911,860,6811
Suzannecourt,52484,375,4.498,0.675,0.611,862,6816
Chatonrupt-Sommermont,52118,306,16.751,1.303,1.180,852,6820
Yèvres-le-Petit,10445,59,8.243,0.914,0.828,810,6823
Humberville,52245,70,6.461,0.809,0.732,875,6802
Brachay,52066,58,7.467,0.870,0.788,850,6813
Gudmont-Villiers,52230,297,16.771,1.304,1.181,854,6807
Thérouanne,62811,1135,8.653,0.936,0.847,646,7057
Noncourt-sur-le-Rongeant,52357,175,9.321,0.972,0.880,867,6813
Elnes,62292,935,6.391,0.805,0.729,636,7064
Froncles,52211,1558,20.445,1.439,1.303,861,6800
Leschères-sur-le-Blaiseron,52284,101,14.858,1.227,1.111,854,6807
Montaigut-le-Blanc,23132,407,17.420,1.329,1.203,602,6561
Marigny,39313,200,12.002,1.103,0.999,914,6625
Cirfontaines-en-Ornois,52131,76,13.965,1.190,1.077,877,6822
Domremy-Landéville,52173,79,18.586,1.372,1.242,868,6808
Allonne,79007,665,23.160,1.532,1.387,444,6616
Poissons,52398,685,15.626,1.258,1.139,864,6819
Boiry-Notre-Dame,62145,458,6.204,0.793,0.718,697,7020
Reynel,52420,120,18.717,1.377,1.247,875,6805
Mouriez,62596,250,15.803,1.265,1.145,625,7031
Saint-Folquin,62748,2220,17.883,1.346,1.219,640,7095
Molins-sur-Aube,10243,107,6.246,0.796,0.721,803,6817
Rosnay-l'Hôpital,10326,197,12.687,1.134,1.027,812,6821
Hachan,65214,42,1.847,0.433,0.392,493,6247
Frasne,25259,1950,33.023,1.829,1.656,942,6641
Unieux,42316,8786,8.551,0.931,0.843,798,6481
Conteville-lès-Boulogne,62237,465,2.124,0.464,0.420,610,7074
Bourg-de-Sirod,39070,91,4.437,0.670,0.607,925,6630
Braux,10059,104,15.350,1.247,1.129,808,6819
Précy-Saint-Martin,10304,188,6.441,0.808,0.732,809,6815
Pel-et-Der,10283,136,13.341,1.163,1.053,807,6809
Molain,39336,108,11.659,1.087,0.984,914,6642
Brillecourt,10065,93,5.791,0.766,0.694,802,6822
Épagne,10138,132,4.042,0.640,0.579,808,6812
Hontanx,40127,595,30.790,1.766,1.599,434,6306
Aulnay,10017,129,10.415,1.027,0.930,803,6820
Saint-Christophe-Dodinicourt,10337,34,5.008,0.712,0.645,809,6815
Achiet-le-Petit,62006,299,7.305,0.860,0.779,682,7005
Bois-Grenier,59088,1603,7.419,0.867,0.785,693,7061
Montgobert,2506,192,11.168,1.064,0.963,710,6912
Châtelneuf,39120,139,13.180,1.156,1.047,925,6622
Val-Mont,21327,258,19.953,1.422,1.287,822,6662
Bailleulmont,62072,244,5.314,0.734,0.665,670,7013
La Favière,39221,26,2.753,0.528,0.478,931,6632
Mouzon,8311,2346,42.076,2.065,1.870,849,6942
Troisvaux,62831,270,6.212,0.793,0.718,653,7037
Vaudricourt,62836,944,2.989,0.550,0.498,674,7046
Eringhem,59200,473,11.636,1.086,0.983,650,7087
Amancey,25015,679,13.816,1.183,1.071,935,6666
Bâgé-le-Châtel,1026,915,0.876,0.298,0.270,848,6580
Gauchin-Verloingt,62367,846,5.942,0.776,0.703,652,7031
Hesdin,62447,2224,0.939,0.308,0.279,631,7031
Englesqueville-la-Percée,14239,101,8.066,0.904,0.818,413,6925
Chalette-sur-Voire,10073,136,5.694,0.760,0.688,804,6817
Le Pasquier,39406,256,7.904,0.895,0.810,923,6637
Magnicourt,10214,78,7.821,0.890,0.806,801,6818
Peuplingues,62654,775,10.526,1.033,0.935,611,7089
Saint-Vallier,16357,137,18.251,1.360,1.231,456,6467
Bajus,62077,368,2.982,0.550,0.498,661,7036
Duisans,62279,1285,10.760,1.044,0.945,676,7024
Saint-Senier-sous-Avranches,50554,1398,8.618,0.934,0.846,385,6851
Beugin,62120,473,5.042,0.715,0.647,664,7040
Saint-Bouize,18200,312,15.021,1.234,1.117,695,6685
Bierne,59082,1817,11.088,1.060,0.960,657,7097
Joigny,89206,9850,47.225,2.187,1.980,734,6770
Bracon,39072,270,6.402,0.805,0.729,918,6653
Poisat,38309,2208,2.530,0.506,0.458,917,6454
Saint-Léger-sous-Brienne,10345,387,13.455,1.168,1.058,810,6813
Baignes-Sainte-Radegonde,16025,1275,31.312,1.781,1.613,442,6482
Quernes,62676,465,2.763,0.529,0.479,657,7057
Blaincourt-sur-Aube,10046,108,5.839,0.769,0.696,809,6810
Volnay,21712,240,7.551,0.875,0.792,833,6659
Roussillon-en-Morvan,71376,268,30.594,1.761,1.594,779,6656
Ambrières-les-Vallées,53003,2812,38.435,1.973,1.786,435,6821
Laval-sur-Tourbe,51317,60,14.706,1.221,1.106,827,6896
Regnévelle,88377,125,8.665,0.937,0.848,921,6767
Joudreville,54284,1165,5.602,0.753,0.682,901,6912
Oignies,62637,9692,5.498,0.746,0.675,699,7040
Selles,62786,333,6.358,0.803,0.727,623,7067
Héninel,62426,181,5.379,0.738,0.668,692,7016
Conte,39165,59,3.345,0.582,0.527,929,6633
Rix,39461,72,5.390,0.739,0.669,931,6633
Bertrimont,76086,224,4.772,0.695,0.629,556,6953
Saint-Michel-l'Observatoire,4192,1239,28.205,1.690,1.530,916,6317
Saint-Remy-sur-Bussy,51515,343,34.644,1.874,1.697,818,6889
Courcelles-au-Bois,80217,82,2.035,0.454,0.411,671,7001
Pont-d'Héry,39436,236,13.616,1.175,1.064,922,6642
La Croix-en-Champagne,51197,78,16.642,1.299,1.176,824,6887
Chilly-sur-Salins,39147,112,12.014,1.103,0.999,917,6642
Montaut,40191,635,14.118,1.196,1.083,404,6301
Arnèke,59018,1641,13.428,1.166,1.056,659,7085
Port-Lesney,39439,538,10.913,1.052,0.952,913,6661
Royon,62725,133,7.462,0.870,0.788,629,7044
Montigny-sur-l'Ain,39356,195,7.956,0.898,0.813,912,6625
La Chapelle-sur-Furieuse,39103,318,8.949,0.952,0.862,916,6655
Saint-Germain-en-Montagne,39481,423,5.393,0.739,0.669,926,6634
Gillois,39254,131,9.725,0.993,0.899,933,6629
La Courtine,23067,740,41.856,2.059,1.864,641,6511
Bimont,62134,116,6.829,0.832,0.753,623,7048
Yébleron,76751,1301,10.265,1.020,0.924,522,6949
Saint-Jean-sur-Tourbe,51491,96,17.138,1.318,1.193,827,6895
Chapois,39105,220,10.123,1.013,0.917,923,6641
Foncine-le-Haut,39228,1055,29.045,1.715,1.553,936,6620
Lalandusse,47132,220,9.438,0.978,0.885,503,6397
Le Vaudioux,39545,176,6.061,0.784,0.710,925,6624
Saisseval,80723,240,7.353,0.863,0.781,635,6979
Somme-Vesle,51548,428,35.541,1.898,1.718,816,6882
Saint-Jean-des-Échelles,72292,254,10.623,1.037,0.939,533,6784
Lebiez,62492,249,9.680,0.990,0.896,629,7039
Thésy,39529,67,4.992,0.711,0.644,924,6647
Crouzet-Migette,25180,118,5.611,0.754,0.683,930,6657
Chaux-Champagny,39133,73,7.488,0.871,0.789,920,6643
Villers-en-Argonne,51632,229,9.577,0.985,0.892,844,6882
Le Fresne,51260,75,17.884,1.346,1.219,825,6870
Ivory,39267,94,9.332,0.972,0.880,916,6650
Blingel,62142,162,3.212,0.570,0.516,640,7033
Cernans,39084,139,5.513,0.747,0.676,926,6654
Willer,68371,316,6.310,0.800,0.724,1023,6729
Valempoulières,39540,203,16.277,1.284,1.163,920,6643
Plénisette,39428,24,2.721,0.525,0.475,929,6639
Rebergues,62692,379,4.805,0.698,0.632,625,7075
Coupéville,51179,164,30.489,1.758,1.592,818,6873
Wargemoulin-Hurlus,51659,46,15.129,1.238,1.121,819,6896
Louroux-de-Bouble,3152,243,16.715,1.301,1.178,699,6568
Loulle,39301,172,10.917,1.052,0.952,920,6624
Somme-Suippe,51546,468,31.532,1.787,1.618,819,6891
Chaux-des-Crotenay,39129,406,11.693,1.088,0.985,925,6620
Droisy,74107,162,4.557,0.680,0.616,923,6543
Les Planches-en-Montagne,39424,165,13.494,1.169,1.058,927,6624
Poix,51438,72,14.681,1.220,1.105,819,6873
Pretin,39444,62,5.441,0.742,0.672,917,6651
Saraz,25533,12,5.908,0.774,0.701,924,6658
Buffard,25098,159,8.115,0.907,0.821,914,6662
Saint-Jean-sur-Moivre,51490,206,15.088,1.236,1.119,818,6863
Somme-Tourbe,51547,144,19.278,1.398,1.266,818,6889
Septèmes-les-Vallons,13106,10848,17.700,1.339,1.212,893,6260
Lemuy,39291,237,21.429,1.474,1.335,924,6647
La Chapelle-Erbrée,35061,695,11.907,1.098,0.994,397,6792
Attignat,1024,3270,18.951,1.386,1.255,871,6579
Bolandoz,25070,379,12.162,1.110,1.005,937,6663
Dampierre-sur-Moivre,51208,112,11.504,1.080,0.978,814,6869
Lent,39292,146,4.184,0.651,0.589,927,6631
Marnoz,39315,407,4.921,0.706,0.639,916,6655
Mesnay,39325,579,8.355,0.920,0.833,916,6650
Billy-Montigny,62133,8166,2.728,0.526,0.476,695,7035
Suippes,51559,3931,42.386,2.072,1.876,808,6889
Saint-Germain-la-Ville,51482,669,11.840,1.095,0.991,810,6868
Lillers,62516,10058,26.621,1.642,1.487,667,7052
Chennebrun,27155,110,2.933,0.545,0.493,536,6846
Équevillon,39210,582,4.812,0.698,0.632,926,6634
Landrethun-le-Nord,62487,1299,7.740,0.886,0.802,612,7083
Mourmelon-le-Grand,51388,5183,23.514,1.544,1.398,797,6894
Vésigneul-sur-Marne,51616,240,7.927,0.896,0.811,810,6867
Sainte-Austreberthe,62743,406,3.692,0.612,0.554,632,7028
Caillouet-Orgeville,27123,470,7.884,0.894,0.809,575,6880
Billy-Berclau,62132,4562,7.361,0.864,0.782,692,7046
Andelot-en-Montagne,39009,528,12.632,1.131,1.024,924,6647
Syam,39523,190,6.992,0.842,0.762,926,6628
Les Nans,39381,89,8.442,0.925,0.838,926,6635
La Cheppe,51147,334,24.024,1.560,1.412,808,6889
Châlons-en-Champagne,51108,44980,26.049,1.625,1.471,798,6872
Saint-Thiébaud,39495,60,8.046,0.903,0.818,921,6658
Saint-Étienne-au-Temple,51476,813,12.049,1.105,1.000,804,6883
Saint-Hilaire-au-Temple,51485,337,6.151,0.789,0.714,800,6884
Moncetz-Longevas,51372,541,7.243,0.857,0.776,803,6868
Dampierre-au-Temple,51205,274,10.234,1.018,0.922,801,6880
Doye,39203,103,3.602,0.604,0.547,929,6635
Bussy-le-Château,51097,169,23.925,1.557,1.410,813,6889
Gilles,28180,526,7.285,0.859,0.778,589,6867
Mairy-sur-Marne,51339,548,20.863,1.454,1.316,804,6867
Arzillières-Neuville,51017,328,12.254,1.114,1.009,819,6841
Preures,62670,603,15.944,1.271,1.151,621,7051
Sapois,39503,368,3.584,0.603,0.546,926,6632
Saint-Memmie,51506,5548,12.630,1.131,1.024,806,6874
Lottinghen,62530,549,10.473,1.030,0.933,624,7063
Fournes-en-Weppes,59250,2216,8.328,0.919,0.832,691,7056
Clairmarais,62225,634,18.070,1.353,1.225,658,7075
La Latette,39282,70,5.887,0.772,0.699,938,6633
Exincourt,25230,3230,3.498,0.595,0.539,990,6718
Pogny,51436,920,14.083,1.195,1.082,810,6861
Saint-Hilaire-le-Grand,51486,352,42.395,2.073,1.877,808,6902
Tubersent,62832,498,6.964,0.840,0.761,607,7046
Pommera,62663,311,4.419,0.669,0.606,659,7009
Francheville,51259,210,9.398,0.976,0.884,815,6864
Courboin,2223,299,14.062,1.194,1.081,734,6879
La Capelle-lès-Boulogne,62908,1604,6.527,0.813,0.736,611,7070
Vauchelles-les-Quesnoy,80779,847,6.210,0.793,0.718,619,7002
Grattery,70278,213,6.305,0.799,0.723,932,6733
Cuperly,51203,232,20.795,1.452,1.315,806,6882
Pont-du-Navoy,39437,267,9.695,0.991,0.897,916,6630
Fontenu,39230,74,9.314,0.971,0.879,915,6625
Vitray-en-Beauce,28419,357,10.939,1.053,0.953,583,6801
Champagnole,39097,7928,20.137,1.428,1.293,922,6630
Crans,39178,74,9.105,0.960,0.869,929,6625
Fontaine-lès-Boulans,62342,97,5.669,0.758,0.686,649,7047
Arsure-Arsurette,39020,100,12.711,1.135,1.028,938,6628
Notre-Dame-de-Monts,85164,2066,20.841,1.453,1.316,315,6652
Billecul,39055,45,4.354,0.664,0.601,934,6631
Neuwiller,68232,469,3.791,0.620,0.561,1038,6723
Bilia,2A038,45,7.394,0.866,0.784,1194,6078
Pillemoine,39419,57,4.736,0.693,0.627,922,6628
Maresquel-Ecquemicourt,62552,966,7.994,0.900,0.815,626,7034
Saint-Augustin-des-Bois,49266,1214,27.594,1.672,1.514,411,6715
Malbouhans,70328,347,7.688,0.883,0.799,968,6742
Jonchery-sur-Suippe,51307,224,24.606,1.579,1.430,804,6892
L'Épine,51231,622,30.500,1.758,1.592,802,6879
Beuvrequen,62125,451,4.741,0.693,0.627,606,7078
Notre-Dame-des-Landes,44111,2144,37.522,1.950,1.766,340,6705
Pagnoz,39403,234,3.301,0.578,0.523,913,6657
Houeillès,47119,576,67.735,2.620,2.372,471,6348
Éternoz,25223,337,29.113,1.717,1.555,931,6659
Rupt-sur-Moselle,88408,3491,45.846,2.155,1.951,969,6769
Roye,70455,1570,10.506,1.032,0.934,964,6738
Gergy,71215,2530,39.261,1.994,1.805,844,6642
Brenoux,48030,379,11.233,1.067,0.966,740,6378
Magnivray,70314,169,4.797,0.697,0.631,958,6749
Corravillers,70176,188,11.319,1.071,0.970,975,6761
Boujailles,25079,422,28.190,1.690,1.530,931,6644
San-Lorenzo,2B304,142,10.144,1.014,0.918,1221,6163
Nozeroy,39391,436,3.745,0.616,0.558,931,6633
Onglières,39393,65,8.973,0.953,0.863,930,6636
Le Temple-de-Bretagne,44203,1928,1.729,0.419,0.379,338,6704
Esboz-Brest,70216,439,9.708,0.992,0.898,959,6752
Le Larderet,39277,76,6.115,0.787,0.713,926,6640
Cize,39153,785,4.168,0.650,0.589,923,6627
Nans-sous-Sainte-Anne,25420,147,8.778,0.943,0.854,927,6656
La Châtelaine,39116,134,13.020,1.149,1.040,917,6641
Montmahoux,25404,94,6.714,0.825,0.747,931,6659
Saint-Sauveur,70473,1922,12.114,1.108,1.003,951,6749
La Bruyère,70103,214,6.285,0.798,0.723,960,6749
Damrémont,52164,208,4.787,0.696,0.630,896,6764
Les Chalesmes,39091,92,9.367,0.974,0.882,933,6625
Loudes,43124,908,25.032,1.593,1.442,761,6443
Ardon,39015,115,5.142,0.722,0.654,919,6632
Vannoz,39543,203,5.836,0.769,0.696,922,6636
Marchéville-en-Woëvre,55320,69,5.616,0.754,0.683,894,6890
Clairegoutte,70157,382,10.462,1.030,0.933,971,6735
Montmarlon,39359,31,3.408,0.588,0.532,924,6646
Mollans,70351,237,13.619,1.175,1.064,953,6732
Amont-et-Effreney,70016,166,16.886,1.308,1.184,967,6757
La Rosière,70453,80,8.975,0.954,0.864,970,6766
Longcochon,39298,62,3.628,0.606,0.549,934,6633
Saint-Aubin-d'Aubigné,35251,3691,23.375,1.539,1.393,362,6804
Ailloncourt,70007,304,9.447,0.978,0.885,952,6742
Neuville-sous-Montreuil,62610,655,8.805,0.945,0.856,611,7043
Froideconche,70258,1975,16.057,1.276,1.155,956,6751
Tilloy-lès-Hermaville,62816,224,2.921,0.544,0.493,669,7024
Sailly-Labourse,62735,2295,6.095,0.786,0.712,678,7045
Visoncourt,70571,40,4.536,0.678,0.614,946,6743
Courset,62251,517,10.241,1.019,0.923,621,7062
Ramecourt,62686,374,8.061,0.904,0.818,650,7031
Bief-du-Fourg,39053,196,10.138,1.014,0.918,936,6643
Floringhem,62340,905,4.629,0.685,0.620,658,7045
Breuchotte,70094,303,4.389,0.667,0.604,958,6753
Bailleul-Sir-Berthoult,62073,1402,9.328,0.972,0.880,689,7025
Mélisey,70339,1680,21.213,1.466,1.327,966,6743
Quers,70432,356,9.977,1.005,0.910,961,6741
Boisdinghem,62149,247,3.160,0.566,0.512,635,7073
Beauvoir-Wavans,62881,382,9.532,0.983,0.890,639,7011
Bief-des-Maisons,39052,73,5.806,0.767,0.694,932,6628
Balleroy-sur-Drôme,14035,1399,12.014,1.103,0.999,419,6903
Thiéfosse,88467,606,7.694,0.883,0.799,976,6769
Abergement-lès-Thésy,39004,63,4.616,0.684,0.619,924,6648
Vy-lès-Lure,70581,662,15.934,1.271,1.151,961,6731
Beussent,62123,552,16.011,1.274,1.153,613,7054
Mournans-Charbonny,39372,92,5.348,0.736,0.666,926,6633
Cuvier,39187,259,10.575,1.035,0.937,932,6643
Haisnes,62401,4336,5.626,0.755,0.684,684,7042
La Garde,38177,98,9.128,0.962,0.871,938,6450
Besain,39050,162,13.027,1.149,1.040,911,6633
Bellefontaine,39047,545,24.383,1.572,1.423,936,6614
Saint-Jean-de-Chevelu,73245,808,12.695,1.134,1.027,921,6518
Charcier,39107,123,12.994,1.147,1.039,908,6619
Côebrune,25166,77,3.260,0.575,0.521,952,6689
Oye-Plage,62645,5260,34.108,1.859,1.683,633,7097
Sermaize,60617,247,5.132,0.721,0.653,696,6945
Ivergny,62475,260,7.375,0.864,0.782,656,7014
Méricourt,62570,11688,7.668,0.881,0.798,692,7036
La Gorgue,59268,5673,15.050,1.235,1.118,682,7057
Adelans-et-le-Val-de-Bithaine,70004,296,17.274,1.323,1.198,950,6739
Foncine-le-Bas,39227,198,9.194,0.965,0.874,934,6617
Andornay,70021,206,1.470,0.386,0.349,970,6736
Ternuay-Melay-et-Saint-Hilaire,70498,505,25.904,1.620,1.467,968,6751
Widehem,62887,245,7.199,0.854,0.773,605,7056
Crêches-sur-Saône,71150,2980,9.466,0.979,0.886,839,6572
Arfeuille-Châtain,23005,187,20.546,1.443,1.307,655,6548
Le Ménil,88302,1073,20.327,1.435,1.299,982,6764
Rozès,32352,124,10.851,1.049,0.950,490,6303
Dambenoît-lès-Colombe,70195,279,8.740,0.941,0.852,951,6741
Moffans-et-Vacheresse,70348,627,14.076,1.194,1.081,966,6729
Le Poinçonnet,36159,5870,45.575,2.149,1.946,607,6624
Saint-Maurice-Crillat,39493,239,20.675,1.447,1.310,915,6614
Les Rousses,39470,3544,38.071,1.964,1.778,932,6603
Beulotte-Saint-Laurent,70071,58,14.360,1.206,1.092,976,6760
Saint-Pierre,39494,341,16.599,1.297,1.174,924,6611
Châtel-de-Joux,39118,51,14.292,1.203,1.089,912,6604
La Bollène-Vésubie,6020,579,35.345,1.892,1.713,1055,6332
La Voivre,70573,144,12.056,1.105,1.000,966,6751
Bugny,25099,217,4.782,0.696,0.630,955,6659
Wavrin,59653,7628,13.605,1.174,1.063,694,7055
Croisilles,28118,447,5.749,0.763,0.691,591,6845
