"Année,""Commune"",""Secteur économique"",""Etablissements"",""Emplois"",""Emplois femmes"",""Emplois hommes"",""Equivalents plein temps"",""Equivalents plein temps femmes"",""Equivalents plein temps hommes"""
"2021,""6159 Vouvry"",""Secteur économique - total"",267,1709,752,957,1424,540,885"
"2021,""6159 Vouvry"",""Secteur primaire"",20,58,13,45,43,8,34"
"2021,""6159 Vouvry"",""Secteur secondaire"",62,860,242,618,792,195,597"
"2021,""6159 Vouvry"",""Secteur tertiaire"",185,791,497,294,590,336,254"
"2021,""6172 Bister"",""Secteur économique - total"",6,17,X,X,9,X,X"
"2021,""6172 Bister"",""Secteur primaire"",X,9,X,X,X,X,X"
"2021,""6172 Bister"",""Secteur secondaire"",0,0,0,0,0,0,0"
"2021,""6172 Bister"",""Secteur tertiaire"",X,8,X,X,X,X,X"
"2021,""6173 Bitsch"",""Secteur économique - total"",75,336,146,190,245,85,159"
"2021,""6173 Bitsch"",""Secteur primaire"",10,23,X,X,9,X,X"
"2021,""6173 Bitsch"",""Secteur secondaire"",10,86,X,X,73,X,X"
"2021,""6173 Bitsch"",""Secteur tertiaire"",55,227,113,114,163,69,94"
"2021,""6177 Grengiols"",""Secteur économique - total"",45,143,56,87,98,28,69"
"2021,""6177 Grengiols"",""Secteur primaire"",21,59,X,X,31,X,X"
"2021,""6177 Grengiols"",""Secteur secondaire"",7,23,X,X,19,X,X"
"2021,""6177 Grengiols"",""Secteur tertiaire"",17,61,X,X,48,X,X"
"2021,""6181 Riederalp"",""Secteur économique - total"",66,318,165,153,220,95,125"
"2021,""6181 Riederalp"",""Secteur primaire"",10,36,X,X,19,X,X"
"2021,""6181 Riederalp"",""Secteur secondaire"",6,14,X,X,12,X,X"
"2021,""6181 Riederalp"",""Secteur tertiaire"",50,268,148,120,189,89,101"
"2021,""6191 Ausserberg"",""Secteur économique - total"",52,130,61,69,67,27,40"
"2021,""6191 Ausserberg"",""Secteur primaire"",22,68,25,43,X,X,X"
"2021,""6191 Ausserberg"",""Secteur secondaire"",4,4,X,X,X,X,X"
"2021,""6191 Ausserberg"",""Secteur tertiaire"",26,58,X,X,35,X,X"
"2021,""6192 Blatten"",""Secteur économique - total"",24,87,56,31,53,33,20"
"2021,""6192 Blatten"",""Secteur primaire"",X,17,X,X,X,X,X"
"2021,""6192 Blatten"",""Secteur secondaire"",X,6,X,X,X,X,X"
"2021,""6192 Blatten"",""Secteur tertiaire"",16,64,X,X,44,X,X"
"2021,""6193 Bürchen"",""Secteur économique - total"",61,187,91,96,123,51,72"
"2021,""6193 Bürchen"",""Secteur primaire"",14,41,X,X,18,X,X"
"2021,""6193 Bürchen"",""Secteur secondaire"",6,13,X,X,12,X,X"
"2021,""6193 Bürchen"",""Secteur tertiaire"",41,133,74,59,93,44,49"
"2021,""6194 Eischoll"",""Secteur économique - total"",31,93,29,64,66,16,50"
"2021,""6194 Eischoll"",""Secteur primaire"",8,27,X,X,14,X,X"
"2021,""6194 Eischoll"",""Secteur secondaire"",5,20,X,X,19,X,X"
"2021,""6194 Eischoll"",""Secteur tertiaire"",18,46,20,26,33,11,21"
"2021,""6195 Ferden"",""Secteur économique - total"",26,86,34,52,49,16,34"
"2021,""6195 Ferden"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""6195 Ferden"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""6195 Ferden"",""Secteur tertiaire"",13,51,20,31,35,11,24"
"2021,""6197 Kippel"",""Secteur économique - total"",26,115,67,48,77,40,37"
"2021,""6197 Kippel"",""Secteur primaire"",X,X,X,X,X,X,X"
"2021,""6197 Kippel"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""6197 Kippel"",""Secteur tertiaire"",20,102,X,X,70,X,X"
"2021,""6198 Niedergesteln"",""Secteur économique - total"",43,119,48,71,74,22,52"
"2021,""6198 Niedergesteln"",""Secteur primaire"",12,40,13,27,18,4,13"
"2021,""6198 Niedergesteln"",""Secteur secondaire"",10,28,8,20,24,5,19"
"2021,""6198 Niedergesteln"",""Secteur tertiaire"",21,51,27,24,33,13,20"
"2021,""6199 Raron"",""Secteur économique - total"",150,1075,428,647,873,300,573"
"2021,""6199 Raron"",""Secteur primaire"",23,130,50,80,87,31,57"
"2021,""6199 Raron"",""Secteur secondaire"",31,470,138,332,431,111,320"
"2021,""6199 Raron"",""Secteur tertiaire"",96,475,240,235,355,158,197"
"2021,""6201 Unterbäch"",""Secteur économique - total"",42,139,65,74,90,36,54"
"2021,""6201 Unterbäch"",""Secteur primaire"",12,37,X,X,19,X,X"
"2021,""6201 Unterbäch"",""Secteur secondaire"",4,14,X,X,12,X,X"
"2021,""6201 Unterbäch"",""Secteur tertiaire"",26,88,48,40,59,28,31"
"2021,""6202 Wiler (Lötschen)"",""Secteur économique - total"",46,217,96,121,140,56,85"
"2021,""6202 Wiler (Lötschen)"",""Secteur primaire"",9,25,X,X,13,X,X"
"2021,""6202 Wiler (Lötschen)"",""Secteur secondaire"",7,20,X,X,17,X,X"
"2021,""6202 Wiler (Lötschen)"",""Secteur tertiaire"",30,172,84,88,111,50,61"
"2021,""6203 Mörel-Filet"",""Secteur économique - total"",65,318,141,177,225,76,149"
"2021,""6203 Mörel-Filet"",""Secteur primaire"",11,23,9,14,11,5,6"
"2021,""6203 Mörel-Filet"",""Secteur secondaire"",14,122,21,101,108,10,98"
"2021,""6203 Mörel-Filet"",""Secteur tertiaire"",40,173,111,62,106,61,45"
"2021,""6204 Steg-Hohtenn"",""Secteur économique - total"",113,980,362,618,790,230,560"
"2021,""6204 Steg-Hohtenn"",""Secteur primaire"",10,30,11,19,13,4,9"
"2021,""6204 Steg-Hohtenn"",""Secteur secondaire"",28,409,35,374,388,25,363"
"2021,""6204 Steg-Hohtenn"",""Secteur tertiaire"",75,541,316,225,389,201,189"
"2021,""6205 Bettmeralp"",""Secteur économique - total"",86,721,277,444,585,190,395"
"2021,""6205 Bettmeralp"",""Secteur primaire"",11,24,X,X,12,X,X"
"2021,""6205 Bettmeralp"",""Secteur secondaire"",10,39,X,X,32,X,X"
"2021,""6205 Bettmeralp"",""Secteur tertiaire"",65,658,259,399,541,182,359"
"2021,""6211 Collonges"",""Secteur économique - total"",44,116,48,68,82,28,54"
"2021,""6211 Collonges"",""Secteur primaire"",4,20,X,X,16,X,X"
"2021,""6211 Collonges"",""Secteur secondaire"",10,37,X,X,29,X,X"
"2021,""6211 Collonges"",""Secteur tertiaire"",30,59,30,29,37,18,19"
"2021,""6212 Dorénaz"",""Secteur économique - total"",67,145,49,96,107,28,79"
"2021,""6212 Dorénaz"",""Secteur primaire"",5,14,X,X,9,X,X"
"2021,""6212 Dorénaz"",""Secteur secondaire"",14,22,X,X,17,X,X"
"2021,""6212 Dorénaz"",""Secteur tertiaire"",48,109,40,69,82,24,58"
"2021,""6213 Evionnaz"",""Secteur économique - total"",97,710,187,523,629,132,497"
"2021,""6213 Evionnaz"",""Secteur primaire"",5,20,X,X,14,X,X"
"2021,""6213 Evionnaz"",""Secteur secondaire"",25,458,99,359,433,81,352"
"2021,""6213 Evionnaz"",""Secteur tertiaire"",67,232,X,X,183,X,X"
"2021,""6214 Finhaut"",""Secteur économique - total"",37,96,40,56,70,23,47"
"2021,""6214 Finhaut"",""Secteur primaire"",X,6,X,X,X,X,X"
"2021,""6214 Finhaut"",""Secteur secondaire"",X,8,X,X,X,X,X"
"2021,""6214 Finhaut"",""Secteur tertiaire"",27,82,36,46,62,22,40"
"2021,""6215 Massongex"",""Secteur économique - total"",105,352,158,194,268,102,166"
"2021,""6215 Massongex"",""Secteur primaire"",12,26,X,X,18,X,X"
"2021,""6215 Massongex"",""Secteur secondaire"",17,78,X,X,72,X,X"
"2021,""6215 Massongex"",""Secteur tertiaire"",76,248,142,106,178,92,86"
"2021,""6217 Saint-Maurice"",""Secteur économique - total"",344,2022,1036,986,1510,649,861"
"2021,""6217 Saint-Maurice"",""Secteur primaire"",7,30,13,17,21,8,13"
"2021,""6217 Saint-Maurice"",""Secteur secondaire"",59,308,48,260,279,29,249"
"2021,""6217 Saint-Maurice"",""Secteur tertiaire"",278,1684,975,709,1210,612,599"
"2021,""6218 Salvan"",""Secteur économique - total"",120,337,176,161,248,112,136"
"2021,""6218 Salvan"",""Secteur primaire"",4,9,X,X,5,X,X"
"2021,""6218 Salvan"",""Secteur secondaire"",22,42,X,X,37,X,X"
"2021,""6218 Salvan"",""Secteur tertiaire"",94,286,166,120,207,107,100"
"2021,""6219 Vernayaz"",""Secteur économique - total"",103,723,268,455,582,181,401"
"2021,""6219 Vernayaz"",""Secteur primaire"",X,8,X,X,5,X,X"
"2021,""6219 Vernayaz"",""Secteur secondaire"",X,310,X,X,279,X,X"
"2021,""6219 Vernayaz"",""Secteur tertiaire"",71,405,X,X,299,X,X"
"2021,""6220 Vérossaz"",""Secteur économique - total"",45,84,38,46,50,17,33"
"2021,""6220 Vérossaz"",""Secteur primaire"",16,30,X,X,13,X,X"
"2021,""6220 Vérossaz"",""Secteur secondaire"",4,15,X,X,12,X,X"
"2021,""6220 Vérossaz"",""Secteur tertiaire"",25,39,22,17,25,11,14"
"2021,""6232 Chalais"",""Secteur économique - total"",244,1021,456,565,779,278,502"
"2021,""6232 Chalais"",""Secteur primaire"",17,65,22,43,45,12,33"
"2021,""6232 Chalais"",""Secteur secondaire"",54,291,43,248,259,24,235"
"2021,""6232 Chalais"",""Secteur tertiaire"",173,665,391,274,475,241,234"
"2021,""6235 Chippis"",""Secteur économique - total"",105,508,136,372,426,86,340"
"2021,""6235 Chippis"",""Secteur primaire"",11,55,28,27,40,18,22"
"2021,""6235 Chippis"",""Secteur secondaire"",22,267,18,249,254,12,242"
"2021,""6235 Chippis"",""Secteur tertiaire"",72,186,90,96,131,56,75"
"2021,""6238 Grône"",""Secteur économique - total"",170,507,212,295,376,126,249"
"2021,""6238 Grône"",""Secteur primaire"",17,43,17,26,23,8,16"
"2021,""6238 Grône"",""Secteur secondaire"",24,106,10,96,98,6,92"
"2021,""6238 Grône"",""Secteur tertiaire"",129,358,185,173,255,113,142"
"2021,""6239 Icogne"",""Secteur économique - total"",56,160,49,111,119,28,91"
"2021,""6239 Icogne"",""Secteur primaire"",6,14,X,X,10,X,X"
"2021,""6239 Icogne"",""Secteur secondaire"",8,54,X,X,47,X,X"
"2021,""6239 Icogne"",""Secteur tertiaire"",42,92,39,53,62,23,39"
"2021,""6240 Lens"",""Secteur économique - total"",402,1982,927,1055,1530,625,905"
"2021,""6240 Lens"",""Secteur primaire"",24,216,98,118,111,42,69"
"2021,""6240 Lens"",""Secteur secondaire"",35,186,31,155,166,17,149"
"2021,""6240 Lens"",""Secteur tertiaire"",343,1580,798,782,1253,565,688"
"2021,""6246 Saint-Léonard"",""Secteur économique - total"",140,695,296,399,532,188,344"
"2021,""6246 Saint-Léonard"",""Secteur primaire"",14,72,27,45,46,16,30"
"2021,""6246 Saint-Léonard"",""Secteur secondaire"",29,207,40,167,185,29,156"
"2021,""6246 Saint-Léonard"",""Secteur tertiaire"",97,416,229,187,300,143,158"
"2021,""6248 Sierre"",""Secteur économique - total"",1531,11557,5495,6062,8999,3722,5277"
"2021,""6248 Sierre"",""Secteur primaire"",43,191,69,122,134,42,91"
"2021,""6248 Sierre"",""Secteur secondaire"",214,2429,401,2028,2278,312,1966"
"2021,""6248 Sierre"",""Secteur tertiaire"",1274,8937,5025,3912,6587,3367,3220"
"2021,""6252 Anniviers"",""Secteur économique - total"",357,1623,668,955,1237,432,804"
"2021,""6252 Anniviers"",""Secteur primaire"",45,113,30,83,60,12,48"
"2021,""6252 Anniviers"",""Secteur secondaire"",51,285,41,244,253,24,229"
"2021,""6252 Anniviers"",""Secteur tertiaire"",261,1225,597,628,924,397,528"
"2021,""6253 Crans-Montana"",""Secteur économique - total"",919,4666,2125,2541,3658,1482,2176"
"2021,""6253 Crans-Montana"",""Secteur primaire"",54,159,57,102,74,20,54"
"2021,""6253 Crans-Montana"",""Secteur secondaire"",114,594,94,500,540,64,476"
"2021,""6253 Crans-Montana"",""Secteur tertiaire"",751,3913,1974,1939,3044,1398,1645"
"2021,""6254 Noble-Contrée"",""Secteur économique - total"",249,714,375,339,471,208,264"
"2021,""6254 Noble-Contrée"",""Secteur primaire"",38,149,62,87,84,28,56"
"2021,""6254 Noble-Contrée"",""Secteur secondaire"",42,120,23,97,101,12,90"
"2021,""6254 Noble-Contrée"",""Secteur tertiaire"",169,445,290,155,286,168,118"
"2021,""6261 Arbaz"",""Secteur économique - total"",93,196,94,102,132,51,81"
"2021,""6261 Arbaz"",""Secteur primaire"",11,21,X,X,10,X,X"
"2021,""6261 Arbaz"",""Secteur secondaire"",15,25,X,X,22,X,X"
"2021,""6261 Arbaz"",""Secteur tertiaire"",67,150,82,68,100,45,55"
"2021,""6263 Grimisuat"",""Secteur économique - total"",234,887,535,352,612,328,283"
"2021,""6263 Grimisuat"",""Secteur primaire"",28,73,30,43,38,11,27"
"2021,""6263 Grimisuat"",""Secteur secondaire"",30,56,13,43,48,8,40"
"2021,""6263 Grimisuat"",""Secteur tertiaire"",176,758,492,266,526,310,217"
"2021,""6265 Savièse"",""Secteur économique - total"",500,1540,717,823,1114,434,680"
"2021,""6265 Savièse"",""Secteur primaire"",97,254,86,168,166,53,114"
"2021,""6265 Savièse"",""Secteur secondaire"",86,331,66,265,286,36,250"
"2021,""6265 Savièse"",""Secteur tertiaire"",317,955,565,390,661,345,316"
"2021,""6266 Sion"",""Secteur économique - total"",4105,37051,17787,19264,29041,12153,16889"
"2021,""6266 Sion"",""Secteur primaire"",86,639,228,411,364,121,243"
"2021,""6266 Sion"",""Secteur secondaire"",471,5719,1092,4627,5204,791,4413"
"2021,""6266 Sion"",""Secteur tertiaire"",3548,30693,16467,14226,23473,11240,12233"
"2021,""6267 Veysonnaz"",""Secteur économique - total"",63,280,123,157,203,80,124"
"2021,""6267 Veysonnaz"",""Secteur primaire"",12,31,X,X,16,X,X"
"2021,""6267 Veysonnaz"",""Secteur secondaire"",5,21,X,X,19,X,X"
"2021,""6267 Veysonnaz"",""Secteur tertiaire"",46,228,113,115,168,75,93"
"2021,""6281 Baltschieder"",""Secteur économique - total"",73,255,123,132,165,62,104"
"2021,""6281 Baltschieder"",""Secteur primaire"",12,36,X,X,16,X,X"
"2021,""6281 Baltschieder"",""Secteur secondaire"",11,31,X,X,26,X,X"
"2021,""6281 Baltschieder"",""Secteur tertiaire"",50,188,104,84,123,54,69"
"2021,""6282 Eisten"",""Secteur économique - total"",14,34,17,17,19,8,11"
"2021,""6282 Eisten"",""Secteur primaire"",6,14,X,X,6,X,X"
"2021,""6282 Eisten"",""Secteur secondaire"",4,6,0,6,5,0,5"
"2021,""6282 Eisten"",""Secteur tertiaire"",4,14,X,X,7,X,X"
"2021,""6283 Embd"",""Secteur économique - total"",27,81,36,45,33,11,22"
"2021,""6283 Embd"",""Secteur primaire"",18,43,X,X,15,X,X"
"2021,""6283 Embd"",""Secteur secondaire"",X,8,X,X,7,X,X"
"2021,""6283 Embd"",""Secteur tertiaire"",X,30,17,13,11,5,6"
"2021,""6285 Grächen"",""Secteur économique - total"",138,622,305,317,437,186,251"
"2021,""6285 Grächen"",""Secteur primaire"",24,57,19,38,20,6,14"
"2021,""6285 Grächen"",""Secteur secondaire"",16,79,13,66,67,7,60"
"2021,""6285 Grächen"",""Secteur tertiaire"",98,486,273,213,350,173,177"
"2021,""6286 Lalden"",""Secteur économique - total"",40,151,44,107,112,23,89"
"2021,""6286 Lalden"",""Secteur primaire"",13,26,X,X,9,X,X"
"2021,""6286 Lalden"",""Secteur secondaire"",10,73,X,X,68,X,X"
"2021,""6286 Lalden"",""Secteur tertiaire"",17,52,29,23,35,16,20"
"2021,""6287 Randa"",""Secteur économique - total"",38,105,31,74,74,16,58"
"2021,""6287 Randa"",""Secteur primaire"",5,21,X,X,11,X,X"
"2021,""6287 Randa"",""Secteur secondaire"",7,38,X,X,34,X,X"
"2021,""6287 Randa"",""Secteur tertiaire"",26,46,22,24,29,12,17"
"2021,""6288 Saas-Almagell"",""Secteur économique - total"",45,150,73,77,115,53,62"
"2021,""6288 Saas-Almagell"",""Secteur primaire"",X,17,X,X,8,X,X"
"2021,""6288 Saas-Almagell"",""Secteur secondaire"",X,10,X,X,8,X,X"
"2021,""6288 Saas-Almagell"",""Secteur tertiaire"",37,123,66,57,99,49,49"
"2021,""6289 Saas-Balen"",""Secteur économique - total"",28,120,46,74,74,22,52"
"2021,""6289 Saas-Balen"",""Secteur primaire"",9,35,X,X,20,X,X"
"2021,""6289 Saas-Balen"",""Secteur secondaire"",5,25,X,X,22,X,X"
"2021,""6289 Saas-Balen"",""Secteur tertiaire"",14,60,34,26,33,18,15"
"2021,""6290 Saas-Fee"",""Secteur économique - total"",270,1541,683,858,1247,485,762"
"2021,""6290 Saas-Fee"",""Secteur primaire"",X,6,X,X,X,X,X"
"2021,""6290 Saas-Fee"",""Secteur secondaire"",X,130,X,X,X,X,X"
"2021,""6290 Saas-Fee"",""Secteur tertiaire"",244,1405,658,747,1126,468,658"
"2021,""6291 Saas-Grund"",""Secteur économique - total"",122,501,267,234,341,159,182"
"2021,""6291 Saas-Grund"",""Secteur primaire"",18,57,19,38,19,6,13"
"2021,""6291 Saas-Grund"",""Secteur secondaire"",15,52,10,42,44,5,39"
"2021,""6291 Saas-Grund"",""Secteur tertiaire"",89,392,238,154,278,148,130"
"2021,""6292 St. Niklaus"",""Secteur économique - total"",178,1342,544,798,1104,395,709"
"2021,""6292 St. Niklaus"",""Secteur primaire"",49,109,41,68,46,16,31"
"2021,""6292 St. Niklaus"",""Secteur secondaire"",26,761,229,532,727,209,519"
"2021,""6292 St. Niklaus"",""Secteur tertiaire"",103,472,274,198,331,171,160"
"2021,""6293 Stalden (VS)"",""Secteur économique - total"",74,332,135,197,260,86,174"
"2021,""6293 Stalden (VS)"",""Secteur primaire"",11,34,11,23,18,5,14"
"2021,""6293 Stalden (VS)"",""Secteur secondaire"",20,126,21,105,116,15,101"
"2021,""6293 Stalden (VS)"",""Secteur tertiaire"",43,172,103,69,126,67,59"
"2021,""6294 Staldenried"",""Secteur économique - total"",47,96,44,52,53,20,33"
"2021,""6294 Staldenried"",""Secteur primaire"",14,34,X,X,13,X,X"
"2021,""6294 Staldenried"",""Secteur secondaire"",7,16,X,X,14,X,X"
"2021,""6294 Staldenried"",""Secteur tertiaire"",26,46,30,16,26,15,11"
"2021,""6295 Täsch"",""Secteur économique - total"",66,259,139,120,186,90,96"
"2021,""6295 Täsch"",""Secteur primaire"",6,13,X,X,6,X,X"
"2021,""6295 Täsch"",""Secteur secondaire"",5,20,X,X,17,X,X"
"2021,""6295 Täsch"",""Secteur tertiaire"",55,226,132,94,164,87,77"
"2021,""6296 Törbel"",""Secteur économique - total"",55,173,77,96,91,36,54"
"2021,""6296 Törbel"",""Secteur primaire"",36,88,33,55,30,11,20"
"2021,""6296 Törbel"",""Secteur secondaire"",4,18,7,11,15,4,11"
"2021,""6296 Törbel"",""Secteur tertiaire"",15,67,37,30,45,22,24"
"2021,""6297 Visp"",""Secteur économique - total"",772,12694,4748,7946,10934,3488,7446"
"2021,""6297 Visp"",""Secteur primaire"",20,75,22,53,52,13,39"
"2021,""6297 Visp"",""Secteur secondaire"",118,5907,1435,4472,5645,1262,4383"
"2021,""6297 Visp"",""Secteur tertiaire"",634,6712,3291,3421,5238,2213,3025"
"2021,""6298 Visperterminen"",""Secteur économique - total"",109,530,173,357,385,86,299"
"2021,""6298 Visperterminen"",""Secteur primaire"",42,104,33,71,42,11,32"
"2021,""6298 Visperterminen"",""Secteur secondaire"",13,269,33,236,249,19,231"
"2021,""6298 Visperterminen"",""Secteur tertiaire"",54,157,107,50,94,57,37"
"2021,""6299 Zeneggen"",""Secteur économique - total"",24,59,29,30,29,12,18"
"2021,""6299 Zeneggen"",""Secteur primaire"",X,29,12,17,X,X,X"
"2021,""6299 Zeneggen"",""Secteur secondaire"",X,X,X,X,X,X,X"
"2021,""6299 Zeneggen"",""Secteur tertiaire"",11,X,X,X,14,X,X"
"2021,""6300 Zermatt"",""Secteur économique - total"",891,6911,2997,3914,5942,2380,3562"
"2021,""6300 Zermatt"",""Secteur primaire"",15,36,X,X,18,X,X"
"2021,""6300 Zermatt"",""Secteur secondaire"",65,647,X,X,604,X,X"
"2021,""6300 Zermatt"",""Secteur tertiaire"",811,6228,2924,3304,5321,2335,2985"
"2021,""6404 Boudry"",""Secteur économique - total"",372,4270,1729,2541,3634,1328,2305"
"2021,""6404 Boudry"",""Secteur primaire"",18,70,28,42,50,16,34"
"2021,""6404 Boudry"",""Secteur secondaire"",73,1869,521,1348,1790,477,1313"
"2021,""6404 Boudry"",""Secteur tertiaire"",281,2331,1180,1151,1794,835,959"
"2021,""6408 Cortaillod"",""Secteur économique - total"",293,1938,658,1280,1619,448,1171"
"2021,""6408 Cortaillod"",""Secteur primaire"",11,31,10,21,22,5,17"
"2021,""6408 Cortaillod"",""Secteur secondaire"",63,845,149,696,803,126,677"
"2021,""6408 Cortaillod"",""Secteur tertiaire"",219,1062,499,563,793,317,476"
"2021,""6413 Rochefort"",""Secteur économique - total"",90,211,100,111,146,57,89"
"2021,""6413 Rochefort"",""Secteur primaire"",11,29,X,X,22,X,X"
"2021,""6413 Rochefort"",""Secteur secondaire"",12,23,X,X,19,X,X"
"2021,""6413 Rochefort"",""Secteur tertiaire"",67,159,86,73,105,49,56"
"2021,""6416 Milvignes"",""Secteur économique - total"",532,2766,1224,1542,2130,813,1317"
"2021,""6416 Milvignes"",""Secteur primaire"",21,117,32,85,90,19,72"
"2021,""6416 Milvignes"",""Secteur secondaire"",65,563,132,431,512,106,406"
"2021,""6416 Milvignes"",""Secteur tertiaire"",446,2086,1060,1026,1529,689,840"
"2021,""6417 La Grande Béroche"",""Secteur économique - total"",726,3261,1515,1746,2440,952,1488"
"2021,""6417 La Grande Béroche"",""Secteur primaire"",57,195,58,137,139,32,107"
"2021,""6417 La Grande Béroche"",""Secteur secondaire"",137,844,204,640,742,149,594"
"2021,""6417 La Grande Béroche"",""Secteur tertiaire"",532,2222,1253,969,1558,771,788"
"2021,""6421 La Chaux-de-Fonds"",""Secteur économique - total"",2814,26203,12503,13700,21212,9097,12114"
"2021,""6421 La Chaux-de-Fonds"",""Secteur primaire"",80,253,75,178,197,44,154"
"2021,""6421 La Chaux-de-Fonds"",""Secteur secondaire"",572,10546,3947,6599,9807,3465,6343"
"2021,""6421 La Chaux-de-Fonds"",""Secteur tertiaire"",2162,15404,8481,6923,11207,5589,5618"
"2021,""6422 Les Planchettes"",""Secteur économique - total"",23,60,14,46,46,8,38"
"2021,""6422 Les Planchettes"",""Secteur primaire"",14,34,X,X,25,X,X"
"2021,""6422 Les Planchettes"",""Secteur secondaire"",4,18,X,X,X,X,X"
"2021,""6422 Les Planchettes"",""Secteur tertiaire"",5,8,X,X,X,X,X"
"2021,""6423 La Sagne"",""Secteur économique - total"",96,382,209,173,297,143,153"
"2021,""6423 La Sagne"",""Secteur primaire"",30,79,25,54,59,13,45"
"2021,""6423 La Sagne"",""Secteur secondaire"",21,67,20,47,59,15,44"
"2021,""6423 La Sagne"",""Secteur tertiaire"",45,236,164,72,179,115,64"
"2021,""6432 La Brévine"",""Secteur économique - total"",110,327,109,218,243,62,182"
"2021,""6432 La Brévine"",""Secteur primaire"",53,148,43,105,109,24,85"
"2021,""6432 La Brévine"",""Secteur secondaire"",21,85,16,69,71,8,63"
"2021,""6432 La Brévine"",""Secteur tertiaire"",36,94,50,44,63,30,33"
"2021,""6433 Brot-Plamboz"",""Secteur économique - total"",44,125,39,86,92,22,70"
"2021,""6433 Brot-Plamboz"",""Secteur primaire"",27,77,29,48,53,16,37"
"2021,""6433 Brot-Plamboz"",""Secteur secondaire"",6,29,X,X,27,X,X"
"2021,""6433 Brot-Plamboz"",""Secteur tertiaire"",11,19,X,X,12,X,X"
"2021,""6434 Le Cerneux-Péquignot"",""Secteur économique - total"",42,138,39,99,102,20,82"
"2021,""6434 Le Cerneux-Péquignot"",""Secteur primaire"",21,58,20,38,39,9,29"
"2021,""6434 Le Cerneux-Péquignot"",""Secteur secondaire"",10,47,X,X,44,X,X"
"2021,""6434 Le Cerneux-Péquignot"",""Secteur tertiaire"",11,33,X,X,20,X,X"
"2021,""6435 La Chaux-du-Milieu"",""Secteur économique - total"",45,109,37,72,82,21,61"
